"Date"	"Flow_influent_[m3/h]"	"Precipitation_[mm]"	"SS_influent_[mg/l]"	"pH_influent"	"BOD5_influent_[mg/l]"	"COD_influent_[mg/l]"	"N_tot_influent_[mg/l]"	"NH4_N_influent_[mg/l]"	"P_tot_influent_[mg/l]"	"Cl_influent_[mg/l]"	"Conductivity_influent_[mS/m]"	"Fat_and_oil_influent_[mg/l]"	"SV_[ml/l]"	"SS_LT_[mg/l]"	"SVI_[ml/g]"	"DSV_[ml/l]"	"DSVI_[ml/g]"	"SS_RAS [mg/l]"	"Temperature_[C]"	"Aerobic SRT_[d]"	"DO_LT1_setpoint_[mg/l]"	"DO_LT1_value_[mg/l]"	"DO_LT2_setpoint_[mg/l]"	"DO_LT2_value_[mg/l]"	"DO_LT3_setpoint_[mg/l]"	"DO_LT3_value_[mg/l]"	"DO_LT4_setpoint_[mg/l]"	"DO_LT4_value_[mg/l]"	"DO_LT5_setpoint_[mg/l]"	"DO_LT5_value_[mg/l]"	"DO_LT6_setpoint_[mg/l]"	"DO_LT6_value_[mg/l]"	"Molasses_setpoint_[mg/l]"	"PAX_[mg/l]"	"FeCl_Grunddosering_[mg/l]"	"FeCl_Topdosering_[mg/l]"	"Flow_out [m3/d]"	"COD_out_[mg/l]"	"BOD5_out [mg/l]"	"SS_out_[mg/l]"	"NH4_N_out_[mg/l]"	"NO3_N_out_[mg/l]"	"PO4_P_out_[mg/l]"	"N_tot_out_[mg/l]"	"P_tot_out_[mg/l]"
2015-02-11	2192.38625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10.1	2.21659751037344	1.02238267148014	2.29532374100719	0.503170028818444	2.34377510040161	0.869727891156463	2.48550185873606	0.937540453074434	2.31481481481481	0.755048859934853	2.0812030075188	0.551677852348993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-12	1936.12833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2	11.2	2.47649769585253	1.13818897637795	2.49864406779661	0.585846153846154	2.49036144578313	0.825239616613418	2.5	1.02935153583618	2.48687258687259	0.8	2.4981684981685	0.565131578947368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-13	2262.65625	1	230	7.7	170	370	38	26	5.2	230	160	57	NA	NA	NA	NA	NA	NA	10.4	12.3	2.48921161825726	1.26139705882353	2.5	0.642222222222222	2.5	0.860677966101695	2.5	1.0984076433121	2.49701492537313	0.751764705882353	2.49962962962963	0.599671052631579	NA	NA	NA	NA	47120	37	4	15	0.835	6.45	0.605	9.2	1
2015-02-14	2133.76416666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	12.6	2.36738197424893	1.09850187265918	2.41573033707865	0.505902777777778	2.48255813953488	0.576237623762376	2.49612403100775	0.886024844720497	2.37350746268657	0.753311258278146	2.16589147286822	0.547038327526132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-15	2020.34222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	11.4	1.80125	0.955234657039711	2.01304347826087	0.578200692041522	2.22323651452282	0.753030303030303	2.38930041152263	0.98125	1.97647058823529	0.796907216494845	1.49037037037037	0.538815789473684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-16	2052.81027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	10.3	1.02	0.751594202898551	1.32262295081967	0.559537572254335	1.55326086956522	0.70688622754491	1.71191335740072	0.927478753541076	1.21533333333333	0.897018970189702	0.827666666666667	0.561643835616438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-17	2063.76152777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4	9.3	1.32877192982456	0.805504587155963	1.66621160409556	0.509142857142857	1.9368029739777	0.692182410423453	2.12097378277154	0.818373493975904	1.80385964912281	0.695705521472393	1.21543859649123	0.514114114114114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-18	2247.85055555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4	9.7	2.21294642857143	0.623547400611621	2.536	0.447277227722772	2.63911439114391	0.510539845758355	2.78864468864469	0.689058524173028	2.41969111969112	0.507328605200946	2.41467576791809	0.444959128065395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-19	1882.06215083799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	10.2	1.83650793650794	0.928782287822878	2.46948051948052	0.552173913043478	2.29277108433735	0.80634328358209	2.4968253968254	1.06751824817518	2.180078125	0.736942675159236	1.86122448979592	0.629152542372881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-20	2104.19486111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4	10.8	1.9206008583691	0.837777777777778	1.8022641509434	0.552877697841727	2.22648221343873	0.848965517241379	2.47521367521368	0.746925566343042	1.94897959183673	0.661676646706587	1.30966542750929	0.56025641025641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-21	1846.42027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	10.2	0.871812080536913	0.660117302052786	1.23469387755102	0.448936170212766	1.62154471544715	0.716961130742049	1.96833976833977	0.840776699029126	1.56037037037037	0.74783950617284	0.816666666666667	0.542857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-22	1767.19097222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	9.3	1.0158273381295	0.666875	1.34201388888889	0.443167701863354	1.49007936507937	0.687671232876712	2.24522821576763	0.82463768115942	1.75521235521236	0.727574750830565	0.833725490196078	0.503521126760563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-23	2161.88569444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	990	4.7	210.6382979	260	184.3971631	12.3	10.5	9.2	1.1411320754717	0.784569732937686	1.63157894736842	0.491666666666667	1.81189427312775	0.614024390243902	2.02519379844961	0.972347266881029	1.3875	0.891645569620253	0.988934426229508	0.578521126760563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-24	2174.63305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4	9.3	1.46454183266932	0.833850931677019	1.91845018450185	0.517586206896552	2.1164	0.718611987381704	2.51012658227848	0.996	2.11458333333333	0.717543859649123	1.55349794238683	0.662307692307692	NA	NA	NA	NA	NA	NA	NA	NA	0.21	2.6	0.85	NA	NA
2015-02-25	1556.35277777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2	9.8	1.97470355731225	1.08932038834951	2.10803571428571	0.633333333333333	2.52945205479452	0.897872340425532	2.73073770491803	1.48383838383838	2.37966666666667	1.08681592039801	1.99367588932806	0.616783216783217	NA	NA	NA	NA	NA	NA	NA	NA	0.41	2.1	0.71	NA	NA
2015-02-26	1246.70625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.7	11.7	2.46865671641791	1.42255639097744	2.5266081871345	0.948	2.42875	1.01153846153846	2.48438356164384	1.4905604719764	2.4610119047619	1.10974025974026	2.39118644067797	0.651324503311258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-27	1963.11402777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.9	15.6	2.57675675675676	1.2625	2.7756862745098	1.21104651162791	2.89716599190283	0.977399380804954	2.65581395348837	1.16534391534392	2.50995024875622	0.954945054945055	2.63865546218487	0.664768683274021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-28	1719.00013888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.1	15.8	2.5	1.72185185185185	2.5	1.46920529801325	2.5	1.11161290322581	2.5	1.681	2.49816513761468	1.53956834532374	2.37511111111111	0.931439393939394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-01	2398.57138888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5	14.8	2.53173076923077	1.28498583569405	2.57450199203187	1.00583941605839	2.65508474576271	0.984632516703786	2.83045267489712	1.3	2.72352941176471	1.01020408163265	1.68963963963964	0.58128078817734	NA	NA	NA	NA	NA	NA	NA	NA	0.79	8.7	0.62	NA	NA
2015-03-02	2088.29519094767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.7	14.1	1.20533807829182	1.00133333333333	1.31012658227848	0.778378378378378	2.0116	1.3033033033033	1.95514018691589	1.08044009779951	1.45291666666667	1.13891509433962	0.770106761565836	0.680103359173127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-03	2147.80361111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	11.6	1.74	0.952551020408163	1.77806691449814	1.05308310991957	2.31492537313433	1.20793650793651	2.30723404255319	1.22846153846154	1.83345454545455	1.13248847926267	0.792139737991266	0.496173469387755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-04	2284.05361111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	980	3.7	264.8648649	270	182.4324324	12	9.5	11.2	2.39634703196347	1.65559845559846	2.5	1.54139072847682	2.49411764705882	1.43290734824281	2.5	1.67359735973597	2.48541666666667	1.35255681818182	1.67154150197628	0.746785714285714	NA	NA	NA	NA	NA	NA	NA	NA	1.01	5.1	0.67	NA	NA
2015-03-05	2166.76805555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	12.4	2.22401746724891	1.36679104477612	2.4841726618705	0.963071895424837	2.46447876447876	1.08501742160279	2.5	1.35612903225806	2.37888888888889	1.00762195121951	2.03474903474903	0.561744966442953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-06	2253.93722222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.8	12.4	2.45122950819672	1.50305084745763	2.4718253968254	0.97012987012987	2.5	1.16291390728477	2.5	1.42823529411765	2.49401408450704	1.07470238095238	2.3602787456446	0.477409638554217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-07	2214.26305555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.2	12.6	2.29285714285714	1.09745222929936	2.3542750929368	0.832179930795848	2.48801498127341	0.914236111111111	2.5	1.12507645259939	2.4520979020979	0.905555555555556	2.21	0.435534591194969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-08	2159.26402777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	990	4.8	206.25	260	180.5555556	12.1	10.7	11.2	2.09087591240876	1.17709497206704	1.51954887218045	0.624734982332156	2.16768060836502	0.829411764705882	2.42741935483871	1.07943262411348	2.08736842105263	0.882686567164179	1.22544802867384	0.416611295681063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-09	2138.85488826816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6	7.6	1.16160990712074	0.839150943396226	1.55960912052117	0.597653958944282	1.67659574468085	0.844012944983819	1.85191637630662	0.936901408450704	1.42321981424149	0.980697050938338	0.755	0.416566265060241	NA	NA	NA	NA	NA	NA	NA	NA	0.1	1.8	0.35	NA	NA
2015-03-10	2066.01383537653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25693779904306	0.789754098360656	2.0780269058296	0.699590163934426	2.01105527638191	0.775982532751092	2.36589861751152	0.933463035019455	1.99818181818182	0.527865168539326	1.18090909090909	0.391063829787234	NA	NA	NA	NA	NA	NA	NA	NA	0.12	1.6	0.4	NA	NA
2015-03-11	2089.42041666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6	7.2	1.40075471698113	0.701346801346801	1.96443661971831	0.498125	2.37094339622642	0.705244755244755	2.48965517241379	0.809756097560976	2.4	0.824600638977636	1.9247311827957	0.400338983050847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-12	2052.01458333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	8.2	1.72851851851852	0.708754208754209	1.86805555555556	0.545367412140575	2.46857142857143	0.664236111111111	2.49924242424242	0.76655737704918	2.45789473684211	0.743125	2.15783972125436	0.381848184818482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-13	2035.48916666667	0	220	7.7	190	420	38	24	6.9	190	140	50	NA	NA	NA	NA	NA	NA	11.7	9.1	2.28166666666667	0.776628352490422	2.43048327137546	0.563380281690141	2.5	0.592282958199357	2.5	0.742553191489362	2.48144329896907	0.619942196531792	2.37311475409836	0.230503144654088	NA	NA	NA	NA	50090	27	4.1	5.5	0.31	4.2	0.38	5.4	0.51
2015-03-14	1940.69111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6	10.2	2.35684647302905	0.764772727272727	2.27509881422925	0.537906137184116	2.5	0.647666666666667	2.5	0.761627906976744	2.49627118644068	0.808510638297872	2.5	0.265337423312883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-15	1908.05319444444	0	270	7.7	210	500	44	30	8.1	190	150	45	NA	NA	NA	NA	NA	NA	11.5	11	2.20373443983403	0.804850746268657	2.30277777777778	0.539583333333333	2.5	0.678200692041522	2.5	0.815434083601286	2.49924812030075	0.81371237458194	2.4970695970696	0.377408637873754	NA	NA	NA	NA	46160	33	2.6	2.95	1.19	7.4	0.64	9.95	0.815
2015-03-16	1941.00638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	10.9	2.38266666666667	0.888446215139442	2.32564102564103	0.608759124087591	2.49660377358491	0.701779359430605	2.5	0.828125	2.40503875968992	0.735548172757475	2.05853658536585	0.442517006802721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-17	1974.92472222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	10.5	1.8544776119403	0.703061224489796	1.79452554744526	0.502980132450331	2.48784722222222	0.577707006369427	2.5	0.74885993485342	2.32103448275862	0.721148036253776	1.70402684563758	0.518125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-18	1958.54069444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	9.6	1.87069597069597	0.677627118644068	1.94385382059801	0.46687306501548	2.49791666666667	0.564882943143813	2.5	0.61453488372093	2.47829181494662	0.679233226837061	2.05863309352518	0.498322147651007	NA	NA	NA	NA	NA	NA	NA	NA	0.58	5.2	0.6	NA	NA
2015-03-19	1933.42958333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	9.6	2.26651982378855	0.74296875	2.40424028268551	0.516387959866221	2.5	0.565676567656766	2.5	0.677210884353742	2.46333333333333	0.62358803986711	2.1072202166065	0.485521885521886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-20	2057.67805555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6	9.6	2.08091286307054	0.655384615384615	2.05689045936396	0.471333333333333	2.62825396825397	0.530434782608696	2.51380753138075	0.627173913043478	2.4565371024735	0.591071428571429	1.85166051660517	0.458333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-21	2254.98027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.7	8.9	1.94703703703704	0.65462962962963	1.53682008368201	0.342261904761905	2.4008064516129	0.55046439628483	2.59423076923077	0.605122494432071	2.36130268199234	0.661111111111111	1.43882352941176	0.260802469135802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-22	1845.09875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.6	8.5	0.993684210526316	0.576982097186701	1.19090909090909	0.366404199475066	1.82962962962963	0.5280353200883	1.41182795698925	0.547927927927928	1.52007722007722	0.777777777777778	0.599221789883268	0.315422885572139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-23	1920.50472222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	7.9	0.721904761904762	0.52562358276644	0.957605177993528	0.345161290322581	1.49684210526316	0.571100917431193	1.17517985611511	0.488941176470588	1.27666666666667	0.842265795206972	0.680952380952381	0.388314606741573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-24	1982.44819444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	990	5	198	270	180	12.3	11.2	7.7	0.973666666666667	0.54321608040201	1.04318181818182	0.266896551724138	1.67009966777409	0.448492462311558	1.18741721854305	0.616223404255319	1.19270072992701	0.929477611940299	0.610357142857143	0.320652173913043	NA	NA	NA	NA	NA	NA	NA	NA	0.05	2.9	0.36	NA	NA
2015-03-25	2137.43638888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.2	7.6	1.08576158940397	0.618136020151133	1.48297872340426	0.328476821192053	1.94556574923547	0.349282296650718	1.2638783269962	0.475	1.70486891385768	0.739625850340136	1.32082018927445	0.273878627968338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-26	2540.33069444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.2	7.3	1.38922413793103	0.963258785942492	1.53318777292576	0.748958333333333	2.19478672985782	0.878061224489796	1.67339449541284	0.836995515695067	1.59350649350649	0.879125248508946	1.33235294117647	0.696587926509186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-27	2183.46861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	8	1.82708333333333	0.539923954372624	2.30574712643678	0.4375	2.41857707509881	0.548324022346369	2.48785425101215	0.952013422818792	1.94980392156863	0.563342318059299	1.48443579766537	0.203629032258065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-28	2126.73027777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	9.9	1.62873563218391	0.560674157303371	2.07132616487455	0.314540816326531	2.45642023346304	0.434943181818182	2.53308550185874	0.707692307692308	2.14862745098039	0.475757575757576	1.67482014388489	0.174829931972789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-29	2614.36894049347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	10	1.962	0.550763358778626	2.17186440677966	0.444508670520231	2.6798418972332	0.605629139072848	2.33641304347826	0.722633744855967	2.1331914893617	0.6936	1.81772151898734	0.46023166023166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-30	2305.33555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	9.7	2.11899109792285	0.474632352941176	2.20843373493976	0.540501792114695	2.44151515151515	0.685123966942149	2.37368421052632	0.813122171945701	1.73125	0.770625	1.05438596491228	0.418729096989967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-31	2386.76805555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	9.6	1.45361216730038	0.727631578947368	1.87927272727273	0.492617449664429	2.51683168316832	0.564705882352941	2.02169811320755	0.56031746031746	2.07100840336134	0.413220338983051	1.49789473684211	0.425531914893617	NA	NA	NA	NA	NA	NA	NA	NA	0.12	3.5	0.72	NA	NA
2015-04-01	2121.99333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	9.4	0.994285714285714	0.564973262032086	0.97484076433121	0.36401028277635	2.18969072164948	0.465122615803815	1.75791366906475	0.545609065155807	1.8356401384083	0.593539325842697	0.937152777777778	0.350185873605948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-02	2050.14472222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	8.9	1.04225806451613	0.597889182058048	1.10629139072848	0.412217194570136	2.14078014184397	0.416666666666667	1.56666666666667	0.482291666666667	1.85294117647059	0.802743902439024	0.841444866920152	0.27085020242915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-03	1953.46222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.7	8.7	1.11469534050179	0.6198738170347	1.18877192982456	0.44311377245509	2.03061224489796	0.432802547770701	1.93666666666667	0.510682492581602	1.76823529411765	0.720606060606061	0.793089430894309	0.249519230769231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-04	1864.89930555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9	8.6	1.17251908396947	0.59748427672956	0.708984375	0.404635761589404	2.00241935483871	0.552	1.77041666666667	0.458967391304348	1.88416666666667	0.703389830508475	0.914112903225806	0.197297297297297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-05	1833.02861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	8.4	1.10576923076923	0.629819277108434	1.35808823529412	0.407547169811321	2.17844827586207	0.563805970149254	2.15550660792952	0.655871886120996	1.93648068669528	0.713592233009709	0.944978165938865	0.112048192771084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-06	1853.65375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.2	8.5	1.6875	0.75578231292517	1.85129310344828	0.510505836575875	2.28510638297872	0.686046511627907	2.39742489270386	0.831734317343173	1.96625514403292	0.628453038674033	1.03125	0.227049180327869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-07	1932.01861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.2	8.7	1.87154811715481	0.827946127946128	1.85020080321285	0.606734006734007	2.39694323144105	0.75748987854251	2.39868421052632	0.828040540540541	2.1679012345679	0.829765886287625	1.13166666666667	0.404761904761905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-08	1903.81861111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4	8.9	2.04132231404959	0.804844290657439	2.17951807228916	0.541914191419142	2.48382352941176	0.577170418006431	2.43091603053435	0.686053412462908	2.31586715867159	0.676415094339623	1.29444444444444	0.369611307420495	NA	NA	NA	NA	NA	NA	NA	NA	0.56	4.9	0.49	NA	NA
2015-04-09	1912.29152777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	8.9	2.22791666666667	0.799259259259259	2.34641509433962	0.618118466898955	2.49813432835821	0.610714285714286	2.5	0.684539473684211	2.46518518518519	0.623255813953488	1.75905797101449	0.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-10	1905.06583333333	0	440	7.8	400	630	52	33	9.4	NA	170	NA	NA	NA	NA	NA	NA	NA	11.8	9	1.92829457364341	0.707560137457045	2.18793103448276	0.504938271604938	2.44945848375451	0.528965517241379	2.45209125475285	0.626755852842809	2.24771929824561	0.568501529051988	1.29857651245552	0.389389067524116	34.4545454545455	NA	20	13.3333333333333	45960	35	3.2	4.05	0.65	5.5	0.505	7.6	0.63
2015-04-11	2164.71111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	8.4	2.30254237288136	0.607266435986159	2.5527397260274	0.404178272980501	2.72822299651568	0.37172619047619	2.72410071942446	0.492737430167598	2.59966666666667	0.469371727748691	1.848	0.359039548022599	36.0526315789474	NA	18.0909090909091	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-12	2224.82875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.1	8.4	2.1528384279476	0.647840531561462	2.50582524271845	0.492561983471074	2.72685512367491	0.462295081967213	2.71936758893281	0.521882951653944	2.47892720306513	0.525207756232687	1.93240418118467	0.495652173913044	35.3125	NA	2.23076923076923	33	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-13	2191.62833333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	990	NA	-0.00099	770	-0.00154	13	12.1	8.3	1.73755102040816	0.682608695652174	1.84805194805195	0.41038062283737	2.33196347031963	0.54089552238806	2.54534412955466	0.813099041533546	2.13114754098361	0.704733727810651	0.994117647058824	0.391864406779661	37.0476190476191	NA	7.54166666666667	19.2222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-14	2436.64916666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	7.9	1.6875486381323	0.689617486338798	1.84944237918216	0.374807197943445	2.64740740740741	0.563911845730028	2.4228813559322	0.544695259593679	2.42269230769231	0.620204603580563	1.40780669144981	0.43621103117506	29.8461538461538	NA	16.3913043478261	45.25	NA	NA	NA	NA	0.18	4.4	0.6	NA	NA
2015-04-15	2444.7775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.9	7.8	1.6901185770751	0.839449541284404	2.07330677290837	0.472576177285319	2.64705882352941	0.461520190023753	2.53256880733945	0.579596977329975	2.2298755186722	0.590220048899756	1.12591093117409	0.409462915601023	32.0909090909091	NA	20	24.1666666666667	NA	NA	NA	NA	0.21	4.7	0.55	NA	NA
