Date	Flow_influent_[m3/d]	Flow_influent_to_bio[m3/d]	pH_influent	Conductivity_influent_[mS/cm]	Temperature_[C]	SS_influent_[mg/l]	VSS_influent_[mg/l]	COD_influent_[mg/l]	COD_influent_filtered_[mg/l]	BOD5_influent_[mg/l]	N_tot_influent_[mg/l]	NH4_N_influent_[mg/l]	P_tot_influent_[mg/l]	PO4_P_influent_[mg/l]	VSS_tank_[mg/l]	COD_tank_[mg/l]	SV_[ml/l]	SVI_[ml/g]	DSV_[ml/l]	DSVI_[ml/g]	Filament_Index	SS_RAS_Line_A_[g/l]	SS_RAS_Line_B_[g/l]	SS_RAS_Line_C_[g/l]	SS_RAS_Line_D_[g/l]	SS_RAS_Line_E_[g/l]	SS_tank_Line_A_[g/l]	SS_tank_Line_B_[g/l]	SS_tank_Line_C_[g/l]	DO_Line_A_setpoint_[mg/l]	DO_Line_A_value_[mg/l]	DO_Line_B_setpoint_[mg/l]	DO_Line_B_value_[mg/l]	DO_Line_C_setpoint_[mg/l]	DO_Line_C_value_[mg/l]	Fe_to_bio_[l/d]	Fe_effluent_tank_A_[l/d]	Fe_effluent_tank_B_[l/d]	Fe_effluent_tank_C_[l/d]	Flow_out_[m3/d]	SS_out_[mg/l]	COD_out_[mg/l]	COD_filtered_out_[mg/l]	BOD5_out_[mg/l]	N_tot_out_[mg/l]	NH4_N_out_[mg/l]	NO3_N_out_[mg/l]	P_tot_out_[mg/l]	PO4_P_out_[mg/l]
19-04-2019	109296,01	      NA	7,717777	2,040731	15,188867	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,532778	9,309722	15,0059722	14,997222	14,991111	3,288671	3,242978	2,94E+00	1,85933	0,7866572	1,970266	0,9794271	1,831643	0,7005556	0,00E+00	6,02E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-04-2019	112448,14	      NA	7,743176	1,9939272	15,061641	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,118056	9,336944	14,9988889	15,004167	15,000417	3,304909	3,165473	2,98E+00	1,881804	0,7191732	1,956978	0,9558719	1,855821	0,7829861	0,00E+00	6,61E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-04-2019	111029,89	      NA	7,754725	1,9643039	15,043878	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,101528	9,176806	15,0002778	14,998472	14,995	3,281095	3,129301	2,97E+00	1,938626	0,7083634	1,992	0,9987858	1,874637	0,7146528	9,00E-04	7,13E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-04-2019	119987,55	      NA	7,862044	1,962119	15,391432	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,190694	9,021389	15,0066667	15,004861	15,018333	3,338234	3,034111	3,02E+00	1,977443	0,7171014	2,014825	0,8871503	1,941692	0,7308333	5,63E-05	7,08E+02	6,01E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-04-2019	154724,21	      NA	7,819985	1,8601967	15,153661	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,463194	8,828889	15,0077778	14,997778	14,988056	3,490108	3,030457	2,99E+00	2,087572	0,7527326	2,134767	0,8992347	2,052514	0,7315972	1,13E-04	6,03E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-04-2019	112769,75	      NA	7,91555	1,8052981	15,724575	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,484861	9,683611	14,9988889	15,002639	14,98875	3,732197	3,05613	3,16E+00	2,129918	0,7694342	2,219336	1,0429688	2,081805	0,8322222	3,38E-04	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-04-2019	124622,33	      NA	7,894062	1,9507008	15,997117	420	360	990	260	480	76	49,4	9,4	5	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,590833	8,999028	12,31625	12,098889	12,238333	4,18306	3,181939	3,29E+00	2,187861	0,7497484	2,246983	1,0268193	2,108395	0,8938889	1,13E-04	6,00E+02	6,00E+02	6,00E+02	124622	    NA	45	41	2,9	7,8	2,5	3,45	0,21	0,05
26-04-2019	146409,37	      NA	7,900385	1,9523154	15,858073	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,624444	9,734167	14,815	14,335139	14,387083	4,046087	3,110535	3,38E+00	2,188151	0,6899185	2,29532	0,9335628	2,099732	0,7338194	3,94E-04	6,05E+02	6,01E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
27-04-2019	291749,82	      NA	7,886009	1,0271846	13,734962	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,027778	10,139028	9,6868056	10,130139	10,275278	4,229618	3,287243	3,53E+00	2,311438	0,6554269	2,37458	0,8456007	2,301885	0,7640972	2,39E-02	1,11E+03	1,01E+03	1,03E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-04-2019	137823,62	      NA	7,976883	1,7801715	15,34206	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,814028	8,960833	10,0155556	9,971667	9,860417	5,068314	3,749533	4,04E+00	1,970077	0,632097	2,000988	0,8129503	2,036401	0,6970833	3,45E-02	6,04E+02	6,02E+02	6,03E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-04-2019	130703,22	      NA	7,920995	1,8840008	15,776935	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,354028	2,147083	10,0898611	10,038333	10,122778	5,52033	3,69074	4,46E+00	1,99949	0,6214592	1,958366	0,790614	2,155494	0,7248611	5,33E-02	6,07E+02	6,00E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-04-2019	130471,03	      NA	7,939392	2,0166881	16,04974	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,991389	4,785833	10,4838889	10,440972	10,425139	5,536463	3,780501	5,21E+00	1,966008	0,5611929	2,079032	0,7696714	2,136428	0,6797917	1,54E-02	6,04E+02	6,01E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
01-05-2019	128264,11	      NA	7,960651	2,0481374	16,083665	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,870139	10,639028	11,2883333	11,284444	11,214444	5,681692	3,513986	5,96E+00	2,042838	0,5791697	2,128538	0,7694564	2,064095	0,6288194	1,24E-02	6,03E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-05-2019	217485,85	      NA	7,918986	1,8545626	15,054446	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,918472	11,453611	13,0238889	12,999167	12,980278	3,338006	3,252534	3,44E+00	2,116645	0,6369039	2,190592	0,8221852	2,099729	0,6611806	1,98E+01	9,38E+02	8,06E+02	7,77E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-05-2019	193160,5	      NA	8,011982	1,3337784	13,726725	260	220	620	120	300	51	28,6	5,9	3,73	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,435278	12,454028	12,5522222	12,491111	12,599306	2,845957	3,239981	2,94E+00	2,376723	0,7844853	2,369594	1,1506596	2,368187	0,8611806	6,25E-03	6,53E+02	6,10E+02	6,01E+02	193163	37	45	34	4,3	12	5,61	3,07	0,5	0,17
04-05-2019	161364,63	      NA	8,026525	1,4868157	14,327937	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,470278	12,436111	12,6527778	12,638889	12,645694	2,829804	3,241843	2,91E+00	2,195855	0,7307075	2,334854	0,9255602	2,262343	0,7976389	4,16E-03	6,02E+02	6,01E+02	6,16E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-05-2019	124070,11	      NA	7,965149	1,9695632	15,716372	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,097639	11,35125	13,015	13,008333	13,045	2,984104	3,415393	3,09E+00	2,13602	0,7045977	2,18242	0,8980375	2,176117	0,7563889	6,53E-03	6,02E+02	6,00E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-05-2019	132099	      NA	8,030844	1,9494435	15,776183	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,717778	12,209167	12,8886111	13,005139	12,965972	3,042654	3,447479	3,14E+00	2,271174	0,706555	2,291422	0,872621	2,254568	0,7770833	4,39E-03	6,01E+02	6,01E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-05-2019	134997,02	      NA	7,951363	2,0126818	15,821	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,987222	11,246806	13,0404167	12,9975	12,981389	3,037133	3,35843	3,07E+00	2,154261	0,6824422	2,281304	0,9060914	2,190409	0,7476389	1,49E-03	6,03E+02	6,01E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-05-2019	158227,38	      NA	8,014505	1,8701619	15,76227	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,676389	10,759861	12,6651389	11,960278	12,517083	2,910799	3,197471	3,05E+00	2,215696	0,6815068	2,354181	0,8534661	2,223974	0,7297222	9,56E-04	8,19E+02	7,10E+02	6,23E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-05-2019	223621,08	      NA	7,991165	1,3673107	14,533428	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	2956	3997	880	249,1506	200	141,5629	  NA	9,7	11,477639	12,135	12,39875	12,527083	2,746702	3,118609	3,04E+00	2,234057	0,6571111	2,325498	0,9608889	2,269171	0,7283333	2,42E-03	8,12E+02	9,83E+02	1,06E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-05-2019	129661,62	      NA	8,02238	1,9966307	15,744445	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,7	10,9075	12,6930556	12,521111	12,404167	3,006356	3,464069	3,31E+00	2,033435	0,5605878	2,126623	0,7308631	2,116667	0,6084028	5,06E-04	6,01E+02	7,49E+02	6,98E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-05-2019	121448	      NA	7,886107	2,1033079	16,166559	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,7	12,485417	13,0269444	12,877917	13,017361	3,098862	3,472001	3,30E+00	2,099629	0,6406227	2,205227	0,8732203	2,133287	0,6854861	1,13E-04	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-05-2019	122713,39	      NA	7,903972	2,0715071	16,2763	340	300	870	260	460	79	51,35	8,4	4,45	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,7	11,585	13,0131944	13,000139	13,013472	3,06278	3,476392	3,37E+00	1,982874	0,5795438	2,127586	0,8186106	2,082247	0,6672917	0,00E+00	6,02E+02	6,00E+02	6,00E+02	122713	12	35	33	2,7	4,8	1,26	1,18	0,26	0,08
13-05-2019	127836,64	      NA	8,022355	1,9916327	16,33882	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,7	12,01875	12,9944444	13,006806	12,985139	3,091362	3,439178	3,50E+00	2,042031	0,5636162	2,160142	0,8322005	2,03088	0,6246528	0,00E+00	6,03E+02	6,02E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
14-05-2019	125131,09	      NA	8,030757	1,9813853	16,453954	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,168611	12,164722	13,0145833	12,996806	13,004583	3,172482	3,543181	3,59E+00	1,975921	0,5341481	2,151471	0,7125654	2,032073	0,5557639	2,92E+00	6,03E+02	6,03E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
15-05-2019	128401,23	      NA	7,902352	1,9706179	16,532488	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,487917	12,254444	13,0209722	13,0025	12,9975	3,223496	3,574851	3,69E+00	2,001717	0,504974	2,164425	0,6864348	2,033782	0,533125	0,00E+00	6,03E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
16-05-2019	123575,84	      NA	7,881586	2,0070768	16,540567	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,524306	12,247639	13,0161111	13,000694	13,01375	3,398172	3,681571	4,14E+00	1,968398	0,4827893	2,219829	0,6405619	2,052537	0,5226389	3,35E-02	6,19E+02	6,20E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
17-05-2019	336816,68	      NA	7,778778	1,008435	14,431153	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,344306	10,264444	10,0648611	10,048611	10,158333	3,335445	3,670012	4,16E+00	2,304694	0,4987568	2,345197	0,655329	2,354172	0,5338889	3,88E-03	1,50E+03	1,84E+03	1,76E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
18-05-2019	120929,34	      NA	7,925038	1,8390193	16,08479	250	220	610	200	320	61	40,69	5,6	4,35	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,668056	10,546389	9,1266667	8,906111	9,551528	3,740684	4,166164	4,05E+00	1,950432	0,4871566	2,058483	0,6886222	2,057038	0,5609722	0,00E+00	1,49E+03	1,85E+03	1,43E+03	120929	7,3	33	26	3,4	2,3	0,61	0,46	0,33	0,1
19-05-2019	120997,54	      NA	7,863838	2,0213468	16,673033	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,995556	12,487917	10,0598611	10,022639	10,031528	3,617203	3,93196	3,80E+00	2,046772	0,4712687	2,068445	0,6498267	2,075731	0,5382639	0,00E+00	6,30E+02	6,17E+02	1,15E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
20-05-2019	144199,24	      NA	7,838137	2,0320415	16,927578	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	2,5	12,868889	12,73875	10,0736111	9,969722	10,004722	3,655716	3,872255	3,97E+00	1,939679	0,4725091	2,143873	0,6467728	1,993803	0,5297917	0,00E+00	6,06E+02	6,02E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
21-05-2019	145599,41	      NA	7,812548	1,7106511	16,856577	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,637778	12,609028	9,9554167	9,884028	9,965556	3,629237	3,737996	4,22E+00	1,947851	0,5259676	2,19913	0,7440843	2,051704	0,586875	0,00E+00	6,06E+02	6,01E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
22-05-2019	128252,95	      NA	7,891821	2,0385328	17,129	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,715278	10,874583	13,0504167	13,042083	12,984722	3,695922	3,739802	4,64E+00	2,04314	0,4758806	2,108784	1,0160267	2,087291	0,5490278	0,00E+00	6,06E+02	6,01E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
23-05-2019	126691,85	      NA	7,912683	2,0404317	17,205251	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,896389	10,1	13,6944444	13,685278	13,6625	3,805406	3,663281	4,84E+00	2,116279	0,5011062	2,202857	0,9123457	2,077212	0,5872222	0,00E+00	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
24-05-2019	125177,55	      NA	7,910467	2,0565622	17,243027	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,120417	10,1	13,7161111	13,707361	13,714722	3,922004	3,637655	5,28E+00	2,050758	0,5255797	2,216973	0,7997496	2,155302	0,7822222	0,00E+00	6,02E+02	6,01E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
25-05-2019	119120,36	      NA	7,798993	2,0587222	17,201885	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,65875	10,1	13,7069444	13,696944	13,687222	4,041778	3,576168	6,16E+00	1,964796	0,5407275	2,138027	0,6954925	2,114543	0,8092361	5,63E-05	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
26-05-2019	235710,3	      NA	7,767561	1,5076512	16,112107	380	310	820	140	340	58	34,58	7,7	4,01	  NA	    NA	 NA	      NA	 NA	      NA	  NA	11,802361	10,1	13,0327778	12,973333	13,208333	3,982765	3,46585	5,41E+00	2,008232	0,5002171	2,146627	0,6162069	2,079278	0,6538889	0,00E+00	9,16E+02	9,78E+02	9,85E+02	235708	66	120	34	13	9,4	3,7	0,78	3,8	1,99
27-05-2019	131727,58	      NA	8,011589	1,7897404	16,715038	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,08689	7,261925	12,9199442	13,614784	13,538912	3,267891	3,538736	3,49E+00	2,104854	0,5611153	2,140977	0,7712923	2,163736	0,6266388	0,00E+00	6,03E+02	6,13E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
28-05-2019	126631,76	      NA	7,956292	2,1245562	17,032713	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,06875	11,52625	13,7344444	13,713194	13,704167	3,202155	3,598877	3,28E+00	1,972776	0,5420861	2,121864	0,6962312	1,995048	0,5884028	1,13E-04	6,01E+02	6,20E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
29-05-2019	123746,53	      NA	7,952548	2,1360141	17,104577	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,020556	12	13,7094444	13,708333	13,684306	3,753904	3,540461	3,20E+00	2,020609	0,5347192	2,21574	0,7222979	2,065508	0,5914583	0,00E+00	6,02E+02	6,20E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
30-05-2019	131801	      NA	7,907801	1,9697656	16,949233	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,679861	12	13,7188889	13,715694	13,76125	3,759846	3,479256	3,17E+00	2,058425	0,5327246	2,175239	0,7119629	2,065906	0,5803472	0,00E+00	6,03E+02	6,68E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
31-05-2019	171240,04	      NA	7,868597	1,5994975	16,721081	330	290	760	210	350	57	34,06	6,7	4,32	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,921806	12	10,1406944	13,087639	13,127083	3,646107	3,403686	3,13E+00	2,189796	0,5762738	2,266667	0,7653846	2,179737	0,5950694	3,38E-04	1,22E+03	1,46E+03	1,44E+03	171241	20	74	38	3,7	8,5	3,34	1,41	0,86	0,56
01-06-2019	115554,97	      NA	7,854996	2,0508603	17,345063	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,5325	12	13,6913889	13,718889	13,732083	3,799486	3,6078	3,16E+00	1,971008	0,4850037	2,115489	0,6700951	2,014754	0,5384722	0,00E+00	1,29E+03	2,03E+03	1,60E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
02-06-2019	142767,08	      NA	7,845745	1,9053284	17,09124	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,111111	12	13,7261111	13,709583	13,707778	3,823619	3,550967	3,26E+00	1,989518	0,5018629	2,122364	0,6932489	2,046243	0,5393056	0,00E+00	6,03E+02	1,41E+03	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
03-06-2019	149509,14	      NA	7,916355	1,7502369	17,291253	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	9,968611	12,022222	10,5647222	9,835833	11,4875	4,012372	3,701686	3,48E+00	2,035119	0,4913012	2,13876	0,6155428	2,089565	0,5456944	0,00E+00	6,05E+02	6,08E+02	6,02E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
04-06-2019	127871,3	      NA	7,922452	1,8514073	17,554402	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,270833	12	12,5391667	9	12,560278	3,845269	3,560394	3,32E+00	2,026719	0,460116	2,126328	0,6471178	2,08419	0,5202083	0,00E+00	6,02E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
05-06-2019	124666,03	      NA	7,923774	1,9856944	17,939764	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,177639	12	13,7133333	9	13,716389	3,854098	3,563126	3,39E+00	2,060921	0,4634572	2,172717	0,6	2,08347	0,5055556	0,00E+00	6,03E+02	6,01E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
06-06-2019	171222,62	      NA	7,876087	1,7792893	17,728872	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,118194	12	13,3979167	9,522222	13,331667	3,830274	3,561067	3,57E+00	2,103631	0,3886567	2,196044	0,4977173	2,150285	0,4357639	2,19E-03	7,30E+02	9,23E+02	8,16E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
07-06-2019	152350,04	      NA	7,965353	1,6352017	17,771316	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,54375	12	13,9295833	13,664028	13,716806	3,920635	3,623081	3,80E+00	2,180133	0,4997643	2,274265	0,7135	2,224179	0,5654167	1,13E-04	6,87E+02	7,36E+02	7,06E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
08-06-2019	207475,55	      NA	7,983285	1,4213822	17,408884	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,477083	12	12,7319444	12,964167	13,124722	3,949871	3,605264	4,02E+00	2,271173	0,4660522	2,285407	0,6419469	2,226977	0,5465278	1,35E-03	9,73E+02	9,90E+02	1,03E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
09-06-2019	111835,02	      NA	7,894195	2,0233162	17,848725	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	14,038889	12	14,2066667	14,105	14,069861	4,219526	3,838964	4,40E+00	2,134414	0,4449173	2,115434	0,5816434	2,104134	0,5034722	1,13E-04	6,01E+02	6,00E+02	6,00E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
10-06-2019	119720,79	      NA	7,970136	2,0751035	17,90641	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	13,218611	12	14,2211111	14,210833	14,2175	4,045786	3,609705	4,63E+00	2,175652	0,4605304	2,19976	0,619863	2,15972	0,5271528	0,00E+00	6,03E+02	6,00E+02	6,01E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
11-06-2019	330339,07	      NA	8,005327	1,2638631	16,851522	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	10,9	12	12,0320833	12,087083	12,314583	3,658469	3,420046	3,32E+00	2,35523	0,4176952	2,350255	0,5621324	2,345839	0,4784028	3,49E-03	1,13E+03	1,05E+03	1,06E+03	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
12-06-2019	385103,67	      NA	7,99888	0,8877167	17,206291	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	  NA	    NA	 NA	      NA	 NA	      NA	  NA	12,108194	12	12,9036111	12,910833	13,142917	3,437003	3,233597	2,99E+00	2,294437	0,4715379	2,288889	0,573514	2,26559	0,4985417	7,77E+00	1,75E+03	1,77E+03	7,98E+02	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
13-06-2019	307949,52	      NA	8,068869	1,0790829	17,435773	 NA	 NA	    NA	   NA	   NA	    NA	    NA	    NA	   NA	3188	4301	950	246,3693	220	142,6349	  NA	12,609916	12,180168	12,8678771	13,076117	13,150419	3,304384	3,187941	2,87E+00	2,297823	0,5007776	2,227853	0,6557498	2,240368	0,5402933	3,10E+03	1,49E+03	1,45E+03	1,49E+01	    NA	    NA	    NA	   NA	   NA	    NA	    NA	   NA	   NA	   NA
